week_start,sku_code,territory_code,units,value_inr
2025-12-30,BS-0301,T-E2,679,13919.5
2026-01-06,BS-0301,T-E2,697,14288.5
2026-01-13,BS-0301,T-E2,647,13263.5
2026-01-20,BS-0301,T-E2,648,13284.0
2026-01-27,BS-0301,T-E2,625,12812.5
2026-02-03,BS-0301,T-E2,645,13222.5
2026-02-10,BS-0301,T-E2,644,13202.0
2026-02-17,BS-0301,T-E2,639,13099.5
2026-02-24,BS-0301,T-E2,592,12136.0
2026-03-03,BS-0301,T-E2,578,11849.0
2026-03-10,BS-0301,T-E2,624,12792.0
2026-03-17,BS-0301,T-E2,726,14883.0
2026-03-24,BS-0301,T-E2,756,15498.0
2026-03-31,BS-0301,T-E2,650,13325.0
2026-04-07,BS-0301,T-E2,679,13919.5
2026-04-14,BS-0301,T-E2,573,11746.5
2026-04-21,BS-0301,T-E2,702,14391.0
2026-04-28,BS-0301,T-E2,590,12095.0
2026-05-05,BS-0301,T-E2,619,12689.5
2026-05-12,BS-0301,T-E2,740,15170.0
2026-05-19,BS-0301,T-E2,629,12894.5
2026-05-26,BS-0301,T-E2,654,13407.0
2026-06-02,BS-0301,T-E2,732,15006.0
2026-06-09,BS-0301,T-E2,598,12259.0
2026-06-16,BS-0301,T-E2,748,15334.0
2026-06-23,BS-0301,T-E2,751,15395.5
2025-07-01,BS-0301,T-E3,480,9840.0
2025-07-08,BS-0301,T-E3,447,9163.5
2025-07-15,BS-0301,T-E3,497,10188.5
2025-07-22,BS-0301,T-E3,532,10906.0
2025-07-29,BS-0301,T-E3,596,12218.0
2025-08-05,BS-0301,T-E3,514,10537.0
2025-08-12,BS-0301,T-E3,509,10434.5
2025-08-19,BS-0301,T-E3,509,10434.5
2025-08-26,BS-0301,T-E3,551,11295.5
2025-09-02,BS-0301,T-E3,217,4448.5
2025-09-09,BS-0301,T-E3,618,12669.0
2025-09-16,BS-0301,T-E3,486,9963.0
2025-09-23,BS-0301,T-E3,570,11685.0
2025-09-30,BS-0301,T-E3,483,9901.5
2025-10-07,BS-0301,T-E3,586,12013.0
2025-10-14,BS-0301,T-E3,697,14288.5
2025-10-21,BS-0301,T-E3,633,12976.5
2025-10-28,BS-0301,T-E3,682,13981.0
2025-11-04,BS-0301,T-E3,623,12771.5
2025-11-11,BS-0301,T-E3,579,11869.5
2025-11-18,BS-0301,T-E3,670,13735.0
2025-11-25,BS-0301,T-E3,580,11890.0
2025-12-02,BS-0301,T-E3,561,11500.5
2025-12-09,BS-0301,T-E3,551,11295.5
2025-12-16,BS-0301,T-E3,563,11541.5
2025-12-23,BS-0301,T-E3,499,10229.5
2025-12-30,BS-0301,T-E3,503,10311.5
2026-01-06,BS-0301,T-E3,474,9717.0
2026-01-13,BS-0301,T-E3,454,9307.0
2026-01-20,BS-0301,T-E3,581,11910.5
2026-01-27,BS-0301,T-E3,525,10762.5
2026-02-03,BS-0301,T-E3,457,9368.5
2026-02-10,BS-0301,T-E3,454,9307.0
2026-02-17,BS-0301,T-E3,575,11787.5
2026-02-24,BS-0301,T-E3,512,10496.0
2026-03-03,BS-0301,T-E3,574,11767.0
2026-03-10,BS-0301,T-E3,554,11357.0
2026-03-17,BS-0301,T-E3,610,12505.0
2026-03-24,BS-0301,T-E3,631,12935.5
2026-03-31,BS-0301,T-E3,517,10598.5
2026-04-07,BS-0301,T-E3,586,12013.0
2026-04-14,BS-0301,T-E3,492,10086.0
2026-04-21,BS-0301,T-E3,458,9389.0
2026-04-28,BS-0301,T-E3,524,10742.0
2026-05-05,BS-0301,T-E3,566,11603.0
2026-05-12,BS-0301,T-E3,571,11705.5
2026-05-19,BS-0301,T-E3,558,11439.0
2026-05-26,BS-0301,T-E3,544,11152.0
2026-06-02,BS-0301,T-E3,489,10024.5
2026-06-09,BS-0301,T-E3,543,11131.5
2026-06-16,BS-0301,T-E3,593,12156.5
2026-06-23,BS-0301,T-E3,622,12751.0
2025-07-01,BS-0301,T-W1,332,6806.0
2025-07-08,BS-0301,T-W1,309,6334.5
2025-07-15,BS-0301,T-W1,335,6867.5
2025-07-22,BS-0301,T-W1,407,8343.5
2025-07-29,BS-0301,T-W1,372,7626.0
2025-08-05,BS-0301,T-W1,393,8056.5
2025-08-12,BS-0301,T-W1,324,6642.0
2025-08-19,BS-0301,T-W1,342,7011.0
2025-08-26,BS-0301,T-W1,359,7359.5
2025-09-02,BS-0301,T-W1,355,7277.5
2025-09-09,BS-0301,T-W1,344,7052.0
2025-09-16,BS-0301,T-W1,419,8589.5
2025-09-23,BS-0301,T-W1,417,8548.5
2025-09-30,BS-0301,T-W1,409,8384.5
2025-10-07,BS-0301,T-W1,477,9778.5
2025-10-14,BS-0301,T-W1,427,8753.5
2025-10-21,BS-0301,T-W1,414,8487.0
2025-10-28,BS-0301,T-W1,456,9348.0
2025-11-04,BS-0301,T-W1,413,8466.5
2025-11-11,BS-0301,T-W1,495,10147.5
2025-11-18,BS-0301,T-W1,435,8917.5
2025-11-25,BS-0301,T-W1,397,8138.5
2025-12-02,BS-0301,T-W1,340,6970.0
2025-12-09,BS-0301,T-W1,356,7298.0
2025-12-16,BS-0301,T-W1,339,6949.5
2025-12-23,BS-0301,T-W1,419,8589.5
2025-12-30,BS-0301,T-W1,311,6375.5
2026-01-06,BS-0301,T-W1,396,8118.0
2026-01-13,BS-0301,T-W1,410,8405.0
2026-01-20,BS-0301,T-W1,327,6703.5
2026-01-27,BS-0301,T-W1,369,7564.5
2026-02-03,BS-0301,T-W1,414,8487.0
2026-02-10,BS-0301,T-W1,130,2665.0
2026-02-17,BS-0301,T-W1,425,8712.5
2026-02-24,BS-0301,T-W1,436,8938.0
2026-03-03,BS-0301,T-W1,399,8179.5
2026-03-10,BS-0301,T-W1,389,7974.5
2026-03-17,BS-0301,T-W1,407,8343.5
2026-03-24,BS-0301,T-W1,393,8056.5
2026-03-31,BS-0301,T-W1,390,7995.0
2026-04-07,BS-0301,T-W1,338,6929.0
2026-04-14,BS-0301,T-W1,363,7441.5
2026-04-21,BS-0301,T-W1,392,8036.0
2026-04-28,BS-0301,T-W1,316,6478.0
2026-05-05,BS-0301,T-W1,354,7257.0
2026-05-12,BS-0301,T-W1,332,6806.0
2026-05-19,BS-0301,T-W1,370,7585.0
2026-05-26,BS-0301,T-W1,403,8261.5
2026-06-02,BS-0301,T-W1,443,9081.5
2026-06-09,BS-0301,T-W1,426,8733.0
2026-06-16,BS-0301,T-W1,452,9266.0
2026-06-23,BS-0301,T-W1,439,8999.5
2025-07-01,BS-0301,T-W2,399,8179.5
2025-07-08,BS-0301,T-W2,404,8282.0
2025-07-15,BS-0301,T-W2,336,6888.0
2025-07-22,BS-0301,T-W2,391,8015.5
2025-07-29,BS-0301,T-W2,425,8712.5
2025-08-05,BS-0301,T-W2,350,7175.0
2025-08-12,BS-0301,T-W2,437,8958.5
2025-08-19,BS-0301,T-W2,338,6929.0
2025-08-26,BS-0301,T-W2,368,7544.0
2025-09-02,BS-0301,T-W2,413,8466.5
2025-09-09,BS-0301,T-W2,450,9225.0
2025-09-16,BS-0301,T-W2,359,7359.5
2025-09-23,BS-0301,T-W2,382,7831.0
2025-09-30,BS-0301,T-W2,388,7954.0
2025-10-07,BS-0301,T-W2,443,9081.5
2025-10-14,BS-0301,T-W2,431,8835.5
2025-10-21,BS-0301,T-W2,493,10106.5
2025-10-28,BS-0301,T-W2,393,8056.5
2025-11-04,BS-0301,T-W2,508,10414.0
2025-11-11,BS-0301,T-W2,529,10844.5
2025-11-18,BS-0301,T-W2,404,8282.0
2025-11-25,BS-0301,T-W2,478,9799.0
2025-12-02,BS-0301,T-W2,437,8958.5
2025-12-09,BS-0301,T-W2,450,9225.0
2025-12-16,BS-0301,T-W2,454,9307.0
2025-12-23,BS-0301,T-W2,450,9225.0
2025-12-30,BS-0301,T-W2,328,6724.0
2026-01-06,BS-0301,T-W2,341,6990.5
2026-01-13,BS-0301,T-W2,150,3075.0
2026-01-20,BS-0301,T-W2,386,7913.0
2026-01-27,BS-0301,T-W2,336,6888.0
2026-02-03,BS-0301,T-W2,418,8569.0
2026-02-10,BS-0301,T-W2,407,8343.5
2026-02-17,BS-0301,T-W2,434,8897.0
2026-02-24,BS-0301,T-W2,411,8425.5
2026-03-03,BS-0301,T-W2,430,8815.0
2026-03-10,BS-0301,T-W2,374,7667.0
2026-03-17,BS-0301,T-W2,407,8343.5
2026-03-24,BS-0301,T-W2,446,9143.0
2026-03-31,BS-0301,T-W2,381,7810.5
2026-04-07,BS-0301,T-W2,339,6949.5
2026-04-14,BS-0301,T-W2,390,7995.0
2026-04-21,BS-0301,T-W2,409,8384.5
2026-04-28,BS-0301,T-W2,440,9020.0
2026-05-05,BS-0301,T-W2,415,8507.5
2026-05-12,BS-0301,T-W2,413,8466.5
2026-05-19,BS-0301,T-W2,355,7277.5
2026-05-26,BS-0301,T-W2,426,8733.0
2026-06-02,BS-0301,T-W2,391,8015.5
2026-06-09,BS-0301,T-W2,385,7892.5
2026-06-16,BS-0301,T-W2,352,7216.0
2026-06-23,BS-0301,T-W2,401,8220.5
2025-07-01,BS-0301,T-W3,294,6027.0
2025-07-08,BS-0301,T-W3,351,7195.5
2025-07-15,BS-0301,T-W3,310,6355.0
2025-07-22,BS-0301,T-W3,344,7052.0
2025-07-29,BS-0301,T-W3,356,7298.0
2025-08-05,BS-0301,T-W3,378,7749.0
2025-08-12,BS-0301,T-W3,388,7954.0
2025-08-19,BS-0301,T-W3,346,7093.0
2025-08-26,BS-0301,T-W3,411,8425.5
2025-09-02,BS-0301,T-W3,391,8015.5
2025-09-09,BS-0301,T-W3,394,8077.0
2025-09-16,BS-0301,T-W3,366,7503.0
2025-09-23,BS-0301,T-W3,374,7667.0
2025-09-30,BS-0301,T-W3,382,7831.0
2025-10-07,BS-0301,T-W3,468,9594.0
2025-10-14,BS-0301,T-W3,466,9553.0
2025-10-21,BS-0301,T-W3,437,8958.5
2025-10-28,BS-0301,T-W3,474,9717.0
2025-11-04,BS-0301,T-W3,398,8159.0
2025-11-11,BS-0301,T-W3,401,8220.5
2025-11-18,BS-0301,T-W3,379,7769.5
2025-11-25,BS-0301,T-W3,454,9307.0
2025-12-02,BS-0301,T-W3,353,7236.5
2025-12-09,BS-0301,T-W3,358,7339.0
2025-12-16,BS-0301,T-W3,393,8056.5
2025-12-23,BS-0301,T-W3,363,7441.5
2025-12-30,BS-0301,T-W3,374,7667.0
2026-01-06,BS-0301,T-W3,355,7277.5
2026-01-13,BS-0301,T-W3,373,7646.5
2026-01-20,BS-0301,T-W3,391,8015.5
2026-01-27,BS-0301,T-W3,322,6601.0
2026-02-03,BS-0301,T-W3,399,8179.5
2026-02-10,BS-0301,T-W3,348,7134.0
2026-02-17,BS-0301,T-W3,313,6416.5
2026-02-24,BS-0301,T-W3,419,8589.5
2026-03-03,BS-0301,T-W3,321,6580.5
2026-03-10,BS-0301,T-W3,353,7236.5
2026-03-17,BS-0301,T-W3,354,7257.0
2026-03-24,BS-0301,T-W3,375,7687.5
2026-03-31,BS-0301,T-W3,119,2439.5
2026-04-07,BS-0301,T-W3,381,7810.5
2026-04-14,BS-0301,T-W3,388,7954.0
2026-04-21,BS-0301,T-W3,332,6806.0
2026-04-28,BS-0301,T-W3,356,7298.0
2026-05-05,BS-0301,T-W3,324,6642.0
2026-05-12,BS-0301,T-W3,374,7667.0
2026-05-19,BS-0301,T-W3,400,8200.0
2026-05-26,BS-0301,T-W3,400,8200.0
2026-06-02,BS-0301,T-W3,356,7298.0
2026-06-09,BS-0301,T-W3,340,6970.0
2026-06-16,BS-0301,T-W3,366,7503.0
2026-06-23,BS-0301,T-W3,393,8056.5
2025-07-01,BS-0302,T-N1,375,14145.0
2025-07-08,BS-0302,T-N1,335,12636.2
2025-07-15,BS-0302,T-N1,375,14145.0
2025-07-22,BS-0302,T-N1,355,13390.6
2025-07-29,BS-0302,T-N1,318,11994.96
2025-08-05,BS-0302,T-N1,395,14899.4
2025-08-12,BS-0302,T-N1,379,14295.88
2025-08-19,BS-0302,T-N1,313,11806.36
2025-08-26,BS-0302,T-N1,313,11806.36
2025-09-02,BS-0302,T-N1,330,12447.6
2025-09-09,BS-0302,T-N1,392,14786.24
2025-09-16,BS-0302,T-N1,417,15729.24
2025-09-23,BS-0302,T-N1,431,16257.32
2025-09-30,BS-0302,T-N1,325,12259.0
2025-10-07,BS-0302,T-N1,382,14409.04
2025-10-14,BS-0302,T-N1,416,15691.52
2025-10-21,BS-0302,T-N1,433,16332.76
2025-10-28,BS-0302,T-N1,386,14559.92
2025-11-04,BS-0302,T-N1,130,4903.6
2025-11-11,BS-0302,T-N1,376,14182.72
2025-11-18,BS-0302,T-N1,395,14899.4
2025-11-25,BS-0302,T-N1,418,15766.96
2025-12-02,BS-0302,T-N1,345,13013.4
2025-12-09,BS-0302,T-N1,328,12372.16
2025-12-16,BS-0302,T-N1,358,13503.76
2025-12-23,BS-0302,T-N1,344,12975.68
2025-12-30,BS-0302,T-N1,390,14710.8
2026-01-06,BS-0302,T-N1,342,12900.24
2026-01-13,BS-0302,T-N1,332,12523.04
2026-01-20,BS-0302,T-N1,371,13994.12
2026-01-27,BS-0302,T-N1,362,13654.64
2026-02-03,BS-0302,T-N1,359,13541.48
2026-02-10,BS-0302,T-N1,316,11919.52
2026-02-17,BS-0302,T-N1,330,12447.6
2026-02-24,BS-0302,T-N1,380,14333.6
2026-03-03,BS-0302,T-N1,413,15578.36
2026-03-10,BS-0302,T-N1,414,15616.08
2026-03-17,BS-0302,T-N1,426,16068.72
2026-03-24,BS-0302,T-N1,431,16257.32
2026-03-31,BS-0302,T-N1,379,14295.88
2026-04-07,BS-0302,T-N1,351,13239.72
2026-04-14,BS-0302,T-N1,334,12598.48
2026-04-21,BS-0302,T-N1,319,12032.68
2026-04-28,BS-0302,T-N1,355,13390.6
2026-05-05,BS-0302,T-N1,392,14786.24
2026-05-12,BS-0302,T-N1,334,12598.48
2026-05-19,BS-0302,T-N1,371,13994.12
2026-05-26,BS-0302,T-N1,394,14861.68
2026-06-02,BS-0302,T-N1,328,12372.16
2026-06-09,BS-0302,T-N1,394,14861.68
2026-06-16,BS-0302,T-N1,403,15201.16
2026-06-23,BS-0302,T-N1,351,13239.72
2025-07-01,BS-0302,T-N2,436,16445.92
2025-07-08,BS-0302,T-N2,455,17162.6
2025-07-15,BS-0302,T-N2,393,14823.96
2025-07-22,BS-0302,T-N2,441,16634.52
2025-07-29,BS-0302,T-N2,516,19463.52
2025-08-05,BS-0302,T-N2,410,15465.2
2025-08-12,BS-0302,T-N2,492,18558.24
2025-08-19,BS-0302,T-N2,475,17917.0
2025-08-26,BS-0302,T-N2,413,15578.36
2025-09-02,BS-0302,T-N2,422,15917.84
2025-09-09,BS-0302,T-N2,434,16370.48
2025-09-16,BS-0302,T-N2,443,16709.96
2025-09-23,BS-0302,T-N2,482,18181.04
2025-09-30,BS-0302,T-N2,373,14069.56
2025-10-07,BS-0302,T-N2,510,19237.2
2025-10-14,BS-0302,T-N2,506,19086.32
2025-10-21,BS-0302,T-N2,472,17803.84
2025-10-28,BS-0302,T-N2,510,19237.2
2025-11-04,BS-0302,T-N2,456,17200.32
2025-11-11,BS-0302,T-N2,600,22632.0
2025-11-18,BS-0302,T-N2,597,22518.84
2025-11-25,BS-0302,T-N2,214,8072.08
2025-12-02,BS-0302,T-N2,437,16483.64
2025-12-09,BS-0302,T-N2,408,15389.76
2025-12-16,BS-0302,T-N2,467,17615.24
2025-12-23,BS-0302,T-N2,536,20217.92
2025-12-30,BS-0302,T-N2,398,15012.56
2026-01-06,BS-0302,T-N2,450,16974.0
2026-01-13,BS-0302,T-N2,440,16596.8
2026-01-20,BS-0302,T-N2,406,15314.32
2026-01-27,BS-0302,T-N2,435,16408.2
2026-02-03,BS-0302,T-N2,484,18256.48
2026-02-10,BS-0302,T-N2,395,14899.4
2026-02-17,BS-0302,T-N2,464,17502.08
2026-02-24,BS-0302,T-N2,482,18181.04
2026-03-03,BS-0302,T-N2,513,19350.36
2026-03-10,BS-0302,T-N2,487,18369.64
2026-03-17,BS-0302,T-N2,530,19991.6
2026-03-24,BS-0302,T-N2,513,19350.36
2026-03-31,BS-0302,T-N2,475,17917.0
2026-04-07,BS-0302,T-N2,486,18331.92
2026-04-14,BS-0302,T-N2,434,16370.48
2026-04-21,BS-0302,T-N2,498,18784.56
2026-04-28,BS-0302,T-N2,447,16860.84
2026-05-05,BS-0302,T-N2,485,18294.2
2026-05-12,BS-0302,T-N2,459,17313.48
2026-05-19,BS-0302,T-N2,416,15691.52
2026-05-26,BS-0302,T-N2,443,16709.96
2026-06-02,BS-0302,T-N2,427,16106.44
2026-06-09,BS-0302,T-N2,488,18407.36
2026-06-16,BS-0302,T-N2,462,17426.64
2026-06-23,BS-0302,T-N2,549,20708.28
2025-07-01,BS-0302,T-N3,369,13918.68
2025-07-08,BS-0302,T-N3,360,13579.2
2025-07-15,BS-0302,T-N3,352,13277.44
2025-07-22,BS-0302,T-N3,379,14295.88
2025-07-29,BS-0302,T-N3,368,13880.96
2025-08-05,BS-0302,T-N3,360,13579.2
2025-08-12,BS-0302,T-N3,321,12108.12
2025-08-19,BS-0302,T-N3,345,13013.4
2025-08-26,BS-0302,T-N3,316,11919.52
2025-09-02,BS-0302,T-N3,361,13616.92
2025-09-09,BS-0302,T-N3,420,15842.4
2025-09-16,BS-0302,T-N3,405,15276.6
2025-09-23,BS-0302,T-N3,353,13315.16
2025-09-30,BS-0302,T-N3,321,12108.12
2025-10-07,BS-0302,T-N3,343,12937.96
2025-10-14,BS-0302,T-N3,434,16370.48
2025-10-21,BS-0302,T-N3,436,16445.92
2025-10-28,BS-0302,T-N3,470,17728.4
2025-11-04,BS-0302,T-N3,419,15804.68
2025-11-11,BS-0302,T-N3,401,15125.72
2025-11-18,BS-0302,T-N3,484,18256.48
2025-11-25,BS-0302,T-N3,388,14635.36
2025-12-02,BS-0302,T-N3,321,12108.12
2025-12-09,BS-0302,T-N3,359,13541.48
2025-12-16,BS-0302,T-N3,344,12975.68
2025-12-23,BS-0302,T-N3,381,14371.32
2025-12-30,BS-0302,T-N3,315,11881.8
2026-01-06,BS-0302,T-N3,296,11165.12
2026-01-13,BS-0302,T-N3,387,14597.64
2026-01-20,BS-0302,T-N3,302,11391.44
2026-01-27,BS-0302,T-N3,394,14861.68
2026-02-03,BS-0302,T-N3,308,11617.76
2026-02-10,BS-0302,T-N3,304,11466.88
2026-02-17,BS-0302,T-N3,332,12523.04
2026-02-24,BS-0302,T-N3,317,11957.24
2026-03-03,BS-0302,T-N3,342,12900.24
2026-03-10,BS-0302,T-N3,396,14937.12
2026-03-17,BS-0302,T-N3,350,13202.0
2026-03-24,BS-0302,T-N3,400,15088.0
2026-03-31,BS-0302,T-N3,386,14559.92
2026-04-07,BS-0302,T-N3,392,14786.24
2026-04-14,BS-0302,T-N3,351,13239.72
2026-04-21,BS-0302,T-N3,343,12937.96
2026-04-28,BS-0302,T-N3,336,12673.92
2026-05-05,BS-0302,T-N3,389,14673.08
2026-05-12,BS-0302,T-N3,306,11542.32
2026-05-19,BS-0302,T-N3,391,14748.52
2026-05-26,BS-0302,T-N3,342,12900.24
2026-06-02,BS-0302,T-N3,361,13616.92
2026-06-09,BS-0302,T-N3,393,14823.96
2026-06-16,BS-0302,T-N3,401,15125.72
2026-06-23,BS-0302,T-N3,356,13428.32
2025-07-01,BS-0302,T-S1,443,16709.96
2025-07-08,BS-0302,T-S1,370,13956.4
2025-07-15,BS-0302,T-S1,371,13994.12
2025-07-22,BS-0302,T-S1,385,14522.2
2025-07-29,BS-0302,T-S1,361,13616.92
2025-08-05,BS-0302,T-S1,384,14484.48
2025-08-12,BS-0302,T-S1,444,16747.68
2025-08-19,BS-0302,T-S1,478,18030.16
2025-08-26,BS-0302,T-S1,466,17577.52
2025-09-02,BS-0302,T-S1,444,16747.68
2025-09-09,BS-0302,T-S1,443,16709.96
2025-09-16,BS-0302,T-S1,458,17275.76
2025-09-23,BS-0302,T-S1,401,15125.72
2025-09-30,BS-0302,T-S1,339,12787.08
2025-10-07,BS-0302,T-S1,509,19199.48
2025-10-14,BS-0302,T-S1,532,20067.04
2025-10-21,BS-0302,T-S1,410,15465.2
2025-10-28,BS-0302,T-S1,434,16370.48
2025-11-04,BS-0302,T-S1,443,16709.96
2025-11-11,BS-0302,T-S1,533,20104.76
2025-11-18,BS-0302,T-S1,491,18520.52
2025-11-25,BS-0302,T-S1,541,20406.52
2025-12-02,BS-0302,T-S1,419,15804.68
2025-12-09,BS-0302,T-S1,365,13767.8
2025-12-16,BS-0302,T-S1,423,15955.56
2025-12-23,BS-0302,T-S1,450,16974.0
2025-12-30,BS-0302,T-S1,394,14861.68
2026-01-06,BS-0302,T-S1,124,4677.28
2026-01-13,BS-0302,T-S1,370,13956.4
2026-01-20,BS-0302,T-S1,397,14974.84
2026-01-27,BS-0302,T-S1,373,14069.56
2026-02-03,BS-0302,T-S1,356,13428.32
2026-02-10,BS-0302,T-S1,455,17162.6
2026-02-17,BS-0302,T-S1,368,13880.96
2026-02-24,BS-0302,T-S1,424,15993.28
2026-03-03,BS-0302,T-S1,408,15389.76
2026-03-10,BS-0302,T-S1,437,16483.64
2026-03-17,BS-0302,T-S1,438,16521.36
2026-03-24,BS-0302,T-S1,403,15201.16
2026-03-31,BS-0302,T-S1,438,16521.36
2026-04-07,BS-0302,T-S1,347,13088.84
2026-04-14,BS-0302,T-S1,450,16974.0
2026-04-21,BS-0302,T-S1,120,4526.4
2026-04-28,BS-0302,T-S1,351,13239.72
2026-05-05,BS-0302,T-S1,404,15238.88
2026-05-12,BS-0302,T-S1,390,14710.8
2026-05-19,BS-0302,T-S1,417,15729.24
2026-05-26,BS-0302,T-S1,451,17011.72
2026-06-02,BS-0302,T-S1,384,14484.48
2026-06-09,BS-0302,T-S1,426,16068.72
2026-06-16,BS-0302,T-S1,395,14899.4
2026-06-23,BS-0302,T-S1,402,15163.44
2025-07-01,BS-0302,T-S2,244,9203.68
2025-07-08,BS-0302,T-S2,270,10184.4
2025-07-15,BS-0302,T-S2,234,8826.48
2025-07-22,BS-0302,T-S2,272,10259.84
2025-07-29,BS-0302,T-S2,253,9543.16
2025-08-05,BS-0302,T-S2,286,10787.92
2025-08-12,BS-0302,T-S2,259,9769.48
2025-08-19,BS-0302,T-S2,265,9995.8
2025-08-26,BS-0302,T-S2,236,8901.92
2025-09-02,BS-0302,T-S2,231,8713.32
2025-09-09,BS-0302,T-S2,287,10825.64
2025-09-16,BS-0302,T-S2,306,11542.32
2025-09-23,BS-0302,T-S2,265,9995.8
2025-09-30,BS-0302,T-S2,251,9467.72
2025-10-07,BS-0302,T-S2,304,11466.88
2025-10-14,BS-0302,T-S2,274,10335.28
2025-10-21,BS-0302,T-S2,271,10222.12
2025-10-28,BS-0302,T-S2,296,11165.12
2025-11-04,BS-0302,T-S2,336,12673.92
2025-11-11,BS-0302,T-S2,258,9731.76
2025-11-18,BS-0302,T-S2,343,12937.96
2025-11-25,BS-0302,T-S2,268,10108.96
2025-12-02,BS-0302,T-S2,277,10448.44
2025-12-09,BS-0302,T-S2,296,11165.12
2025-12-16,BS-0302,T-S2,248,9354.56
2025-12-23,BS-0302,T-S2,259,9769.48
2025-12-30,BS-0302,T-S2,224,8449.28
2026-01-06,BS-0302,T-S2,209,7883.48
2026-01-13,BS-0302,T-S2,230,8675.6
2026-01-20,BS-0302,T-S2,257,9694.04
2026-01-27,BS-0302,T-S2,272,10259.84
2026-02-03,BS-0302,T-S2,272,10259.84
2026-02-10,BS-0302,T-S2,283,10674.76
2026-02-17,BS-0302,T-S2,296,11165.12
2026-02-24,BS-0302,T-S2,242,9128.24
2026-03-03,BS-0302,T-S2,239,9015.08
2026-03-10,BS-0302,T-S2,246,9279.12
2026-03-17,BS-0302,T-S2,295,11127.4
2026-03-24,BS-0302,T-S2,256,9656.32
2026-03-31,BS-0302,T-S2,261,9844.92
2026-04-07,BS-0302,T-S2,270,10184.4
2026-04-14,BS-0302,T-S2,276,10410.72
2026-04-21,BS-0302,T-S2,225,8487.0
2026-04-28,BS-0302,T-S2,254,9580.88
2026-05-05,BS-0302,T-S2,269,10146.68
2026-05-12,BS-0302,T-S2,226,8524.72
2026-05-19,BS-0302,T-S2,260,9807.2
2026-05-26,BS-0302,T-S2,246,9279.12
2026-06-02,BS-0302,T-S2,229,8637.88
2026-06-09,BS-0302,T-S2,286,10787.92
2026-06-16,BS-0302,T-S2,280,10561.6
2026-06-23,BS-0302,T-S2,278,10486.16
2025-07-01,BS-0302,T-S3,380,14333.6
2025-07-08,BS-0302,T-S3,363,13692.36
2025-07-15,BS-0302,T-S3,414,15616.08
2025-07-22,BS-0302,T-S3,399,15050.28
2025-07-29,BS-0302,T-S3,378,14258.16
2025-08-05,BS-0302,T-S3,452,17049.44
2025-08-12,BS-0302,T-S3,399,15050.28
2025-08-19,BS-0302,T-S3,417,15729.24
2025-08-26,BS-0302,T-S3,401,15125.72
2025-09-02,BS-0302,T-S3,464,17502.08
2025-09-09,BS-0302,T-S3,465,17539.8
2025-09-16,BS-0302,T-S3,394,14861.68
2025-09-23,BS-0302,T-S3,480,18105.6
2025-09-30,BS-0302,T-S3,336,12673.92
2025-10-07,BS-0302,T-S3,493,18595.96
2025-10-14,BS-0302,T-S3,442,16672.24
2025-10-21,BS-0302,T-S3,469,17690.68
2025-10-28,BS-0302,T-S3,487,18369.64
2025-11-04,BS-0302,T-S3,402,15163.44
2025-11-11,BS-0302,T-S3,410,15465.2
2025-11-18,BS-0302,T-S3,414,15616.08
2025-11-25,BS-0302,T-S3,518,19538.96
2025-12-02,BS-0302,T-S3,425,16031.0
2025-12-09,BS-0302,T-S3,350,13202.0
2025-12-16,BS-0302,T-S3,424,15993.28
2025-12-23,BS-0302,T-S3,445,16785.4
2025-12-30,BS-0302,T-S3,429,16181.88
2026-01-06,BS-0302,T-S3,334,12598.48
2026-01-13,BS-0302,T-S3,411,15502.92
2026-01-20,BS-0302,T-S3,331,12485.32
2026-01-27,BS-0302,T-S3,393,14823.96
2026-02-03,BS-0302,T-S3,339,12787.08
2026-02-10,BS-0302,T-S3,353,13315.16
2026-02-17,BS-0302,T-S3,411,15502.92
2026-02-24,BS-0302,T-S3,434,16370.48
2026-03-03,BS-0302,T-S3,363,13692.36
2026-03-10,BS-0302,T-S3,447,16860.84
2026-03-17,BS-0302,T-S3,366,13805.52
2026-03-24,BS-0302,T-S3,356,13428.32
2026-03-31,BS-0302,T-S3,411,15502.92
2026-04-07,BS-0302,T-S3,373,14069.56
2026-04-14,BS-0302,T-S3,400,15088.0
2026-04-21,BS-0302,T-S3,349,13164.28
2026-04-28,BS-0302,T-S3,395,14899.4
2026-05-05,BS-0302,T-S3,353,13315.16
2026-05-12,BS-0302,T-S3,395,14899.4
2026-05-19,BS-0302,T-S3,405,15276.6
2026-05-26,BS-0302,T-S3,451,17011.72
2026-06-02,BS-0302,T-S3,367,13843.24
2026-06-09,BS-0302,T-S3,358,13503.76
2026-06-16,BS-0302,T-S3,405,15276.6
2026-06-23,BS-0302,T-S3,441,16634.52
2025-07-01,BS-0302,T-E1,413,15578.36
2025-07-08,BS-0302,T-E1,419,15804.68
2025-07-15,BS-0302,T-E1,379,14295.88
2025-07-22,BS-0302,T-E1,386,14559.92
2025-07-29,BS-0302,T-E1,377,14220.44
2025-08-05,BS-0302,T-E1,354,13352.88
2025-08-12,BS-0302,T-E1,444,16747.68
2025-08-19,BS-0302,T-E1,378,14258.16
2025-08-26,BS-0302,T-E1,402,15163.44
2025-09-02,BS-0302,T-E1,349,13164.28
2025-09-09,BS-0302,T-E1,407,15352.04
2025-09-16,BS-0302,T-E1,438,16521.36
2025-09-23,BS-0302,T-E1,351,13239.72
